Date,BKR_Open,BKR_Close,BKR_Volume,CVX_Open,CVX_Close,CVX_Volume,HAL_Open,HAL_Close,HAL_Volume,SLB_Open,SLB_Close,SLB_Volume,CTRA_Open,CTRA_Close,CTRA_Volume,Dias
2000-01-18,10.606675829206194,11.137009620666504,4190800,18.319768351721045,18.699249267578125,4317400,13.333226642866007,14.507768630981445,12708400,19.918489394882,21.243711471557617,10215200,0.8884255087141304,0.9343785643577576,1957200,Martes
2000-01-19,11.107551951090494,11.048625946044922,2186500,18.633821749060225,18.411367416381836,5027000,14.507763215524179,14.681769371032715,7712000,21.203545528752077,21.163387298583984,6894200,0.9382090004096595,0.9305499196052551,2683200,Miercoles
2000-01-20,10.842379122804113,10.42989730834961,1822500,18.463715714045932,18.319774627685547,3419800,14.681766774351345,14.20324993133545,9798000,20.822053870527004,20.741737365722656,5076800,0.9267201892091416,0.9343785643577576,1494000,Jueves
2000-01-21,10.96023613017994,10.724532127380371,3546500,18.39828004480334,18.542221069335938,3947800,14.4425127710213,14.747023582458496,6455600,20.862209058169164,21.203554153442383,8978600,0.9190611787916089,0.9382085204124451,1321200,Viernes
2000-01-24,10.960234231095974,10.871845245361328,2326700,18.738507393629597,18.594566345214844,3536600,14.747015991928434,13.876985549926758,6052200,21.28386980358899,20.66141700744629,5464400,0.9382086625311449,0.9037438631057739,886800,Lunes
2000-01-25,10.842382795823728,10.783456802368164,1747500,18.594563260075066,18.542221069335938,3854600,13.898748068511487,13.920498847961426,5748000,20.34015325110728,20.400390625,6135600,0.9037438631057739,0.9037438631057739,454800,Martes
2000-01-26,11.078088131579724,10.724532127380371,2050900,18.686165475437782,18.372112274169922,2681000,14.268510562730336,13.46373176574707,8223000,20.641346827179017,20.19960594177246,6799600,0.9114024222429483,0.9650145769119263,1839600,Miercoles
2000-01-27,10.724528813016587,10.164731979370117,1144500,18.280501232048245,17.652395248413086,3550800,13.572482223510743,13.050463676452637,6704000,20.11928078842163,20.07912254333496,8198000,0.96501392451912,0.9228900671005249,788400,Jueves
2000-01-28,10.312051171655055,9.811180114746094,1303300,17.495379532403245,17.2860107421875,4066000,12.789452577760706,12.463191032409668,7333400,19.95865120490392,19.27596092224121,6604200,0.9190613627433777,0.9190613627433777,780000,Viernes
2000-01-31,11.078086273579657,11.637883186340332,5190700,17.18132608353824,17.508464813232422,3660600,12.484939268303577,12.571942329406738,5969400,19.396435373515168,19.617305755615234,4803200,0.9152321295808976,0.9037438631057739,507600,Lunes
2000-02-01,11.637887781765796,11.372720718383789,3709300,17.456119127510007,17.41686248779297,2611600,12.637192414798278,12.658943176269531,5991200,19.89841119984378,20.540943145751953,3888400,0.9114021019056677,0.9382085204124451,682800,Martes
2000-02-02,11.372715843484757,11.078085899353027,1526300,17.312184519919253,17.29909896850586,3418800,12.963460613982846,12.91995906829834,6113400,20.721652240287966,19.757854461669922,6333000,0.9420377082613991,0.9382085204124451,357600,Miercoles
2000-02-03,11.221390372171452,11.310214042663574,2807900,17.194419085018833,17.050477981567383,3512800,13.006956100463865,13.006956100463867,4271800,19.91849846796158,19.697628021240234,4744400,0.9458672285612314,0.9650145769119263,870000,Jueves
2000-02-04,11.191775178909301,10.658833503723145,1786500,17.01121652704814,16.448537826538086,4224200,12.832950906154457,12.811200141906738,4684200,19.516914247464733,19.115331649780273,6238600,0.9611855745315552,0.9611855745315552,1333200,Viernes
2000-02-07,10.362758073985736,11.043739318847656,1412600,16.566306298900496,16.553220748901367,3135600,12.811199236075614,13.006956100463867,3883400,18.99485001333219,19.496828079223633,4456000,0.9611855745315552,0.9611855745315552,320400,Lunes
2000-02-08,11.073350390018021,10.718055725097656,1625500,16.775675415136483,16.396194458007812,3567400,13.354977853419419,12.832959175109863,4559600,19.63738902677007,19.115331649780273,3218600,0.94586694927558,0.9420377612113953,602400,Martes
2000-02-09,10.599622896347924,10.303544044494629,1009200,16.422366833686826,15.702661514282227,4802400,12.745950719000588,12.354436874389648,6528800,19.115324941679003,18.332239151000977,5931400,0.936815419960494,0.932976245880127,282000,Miercoles
2000-02-10,10.24432687415971,10.688445091247559,2774000,15.820434613767148,16.08214569091797,3832600,12.202180862426758,12.332685470581055,7606400,18.633433896019344,18.97477912902832,7112800,0.9329765654471983,0.956013023853302,1009200,Jueves
2000-02-11,10.836483211307735,10.777267456054688,1823500,16.199913579064447,15.493293762207031,5019800,12.484942178656585,11.919422149658203,6207200,19.1153262051669,18.77398109436035,5045000,0.9560126566879478,0.9368153810501099,316800,Viernes
2000-02-14,10.895703580367003,11.310214042663574,1687800,15.532550023633679,15.454036712646484,5039800,12.093428251846976,12.506692886352539,6191200,18.773984692313455,19.436595916748047,4750600,0.940655215763193,0.9291369915008545,613200,Lunes
2000-02-15,11.428633694555245,12.08000659942627,3528200,15.584889904145271,16.22608184814453,6143400,12.528439410321123,13.398469924926758,7978600,19.757858892587517,20.88228988647461,10922200,0.932976245880127,0.932976245880127,1842000,Martes
2000-02-16,11.961580177589699,11.991188049316406,2550100,16.416107894713623,16.429304122924805,4749200,13.572477663667819,13.615979194641113,7648400,21.143316783688284,21.203554153442383,11507000,0.936815419960494,0.932976245880127,1645200,Miercoles
2000-02-17,11.84315235156731,12.02079963684082,2205600,16.495284543543384,16.416107177734375,3735800,13.398469924926758,13.398469924926758,5403000,21.04293161552643,21.48467254638672,10306800,0.9291376689770741,0.9137795567512512,896400,Jueves
2000-02-18,12.020801087978839,11.63589859008789,1343500,16.363325361544426,16.086204528808594,3570400,13.224469264483735,12.76770305633545,3593800,21.58506723274862,21.36419677734375,5774400,0.9137794194522955,0.8907429575920105,561600,Viernes
2000-02-22,11.724718919734364,11.487855911254883,1394200,15.848671442216137,15.980633735656738,3526400,12.745950719000588,12.354436874389648,3786200,21.223395921625016,21.042171478271484,5059000,0.8907429484286861,0.8792247176170349,1360800,Martes
2000-02-23,11.487859219312668,11.369427680969238,1498400,15.83547396871417,15.46597957611084,3770000,12.2674341462349,11.94117259979248,3688800,20.780406951904297,20.780406951904297,4034800,0.8792249802476706,0.8715466260910034,384000,Miercoles
2000-02-24,11.369428120572262,11.7543306350708,1854400,15.479180894185864,15.083293914794922,5415600,12.006423950195312,12.332685470581055,6323200,20.78040562459867,22.04897689819336,12022800,0.867706419020661,0.886903703212738,360000,Jueves
2000-02-25,11.754328098544828,11.399033546447754,1666700,15.202051811922823,15.004108428955078,6453400,12.332689817849692,11.723668098449707,7448000,21.988576668411937,21.58585548400879,7579800,0.8792247259720447,0.909940242767334,1336800,Viernes
2000-02-28,11.28060302449696,11.902368545532227,2230700,15.00410321052596,15.743091583251953,5097800,11.76716673033578,12.180431365966797,5269400,21.465031069538654,22.310745239257812,7540600,0.8830643471252889,0.9252973794937134,501600,Lunes
2000-02-29,12.19844511280889,12.257660865783691,2715800,15.743092077247269,15.769484519958496,4296600,12.355061763632317,13.33735466003418,7824200,22.713467353641647,23.795780181884766,9574600,0.9214580821362117,0.9713701605796814,606000,Martes
2000-03-01,12.376098301099693,12.938648223876953,4533900,15.743101367126666,15.888259887695312,4633400,13.337354061621747,14.297818183898926,9905200,24.425022629539075,24.827743530273438,15547800,0.9713706255214912,0.998246967792511,2980800,Miercoles
2000-03-02,12.879432238065279,13.471590042114258,3431300,15.914652588936438,15.980633735656738,4050400,14.254163815533675,14.734395980834961,9536200,26.096326982810705,26.297687530517578,19973800,1.005924498948295,1.028960943222046,1464000,Jueves
2000-03-03,13.264334134966415,12.672176361083984,2166600,15.743091583251951,15.743091583251953,4637600,14.734396803269693,14.275993347167969,7751400,26.056061564265068,25.33116340637207,12784000,1.032801428632973,1.0404797792434692,964800,Viernes
2000-03-06,12.790606773062928,12.968254089355469,1744500,15.716709852218628,15.624336242675781,2814400,14.668906194513493,14.406961441040039,5745400,25.049237277473114,24.928421020507812,7330800,1.040479527683958,1.055837631225586,4927200,Lunes
2000-03-07,12.909037239320817,13.76766586303711,5349000,15.743102312088013,17.102313995361328,5600000,14.428789945130937,15.542055130004883,12973200,25.129787616222075,26.47890281677246,10148000,1.0596770000435356,1.0980708599090576,1520400,Martes
2000-03-08,13.264335381592943,12.612961769104004,3916800,16.91757313912891,17.115516662597656,7262800,14.843532777505235,13.926726341247559,11930000,24.80760748523672,24.827743530273438,9460400,1.0980711718911256,1.0788745880126953,4411200,Miercoles
2000-03-09,13.027470397949218,13.323549270629883,2374600,16.957152706008774,17.577375411987305,4307200,14.275992438057873,14.014047622680664,6077000,24.48543948100403,24.686800003051758,7907000,1.0750340454153204,1.0596766471862793,1923600,Jueves
2000-03-10,13.2643380821298,12.909043312072754,2120800,17.6433619014212,16.970354080200195,5384600,13.795761024029146,13.81758975982666,4364800,24.565974035783814,24.706926345825195,6666000,1.0635158209893827,1.0596766471862793,2874000,Viernes
2000-03-13,12.553748542015704,12.909043312072754,1759200,17.08911752364742,16.851585388183594,4170800,13.402842812982787,13.577472686767578,5174800,24.485440002196285,25.069385528564453,6680200,1.0519977289067188,1.0711950063705444,902400,Lunes
2000-03-14,12.790607915860472,12.672176361083984,1400500,16.891165570795625,17.498191833496094,4209400,13.468327568360376,13.326440811157227,5844800,24.767339487544827,24.56597900390625,6117400,1.0711955326510865,1.0788745880126953,768000,Martes
2000-03-15,12.672171136607295,12.257660865783691,1055300,17.49819453758529,17.722530364990234,3756200,13.424670955922343,13.228212356567383,3436600,24.28408281936258,23.800817489624023,5643800,1.0711960740141815,1.0481595993041992,525600,Miercoles
2000-03-16,12.109625393941522,12.968254089355469,1678600,17.56417402718078,17.762117385864258,5194400,12.96626660483224,13.752100944519043,6056800,23.720268808453287,24.324350357055664,8374600,1.0596768056026264,1.055837631225586,1192800,Jueves
2000-03-17,13.145905190325797,12.524139404296875,1951800,17.72253079711273,17.59056854248047,4251000,13.468326806245488,13.402840614318848,6463000,24.082719108254295,23.9417667388916,6825400,1.044319248957238,1.0596766471862793,285600,Viernes
2000-03-20,12.316878864074855,12.168839454650879,1026700,17.643362545482,17.51140022277832,2280400,13.09723730531999,12.638833999633789,7736200,23.961904617391024,22.632925033569336,7996400,1.0558377248227533,1.0328012704849243,745200,Lunes
2000-03-21,12.553748542015704,12.909043312072754,2174200,17.524597034897916,18.158016204833984,3546000,12.878953107198079,13.097240447998047,10294200,22.733598639567692,23.196727752685547,6822000,1.036640328745688,1.0711950063705444,628800,Martes
2000-03-22,13.14589818318685,12.790603637695312,8565600,17.841300953002204,17.73573112487793,2794200,13.359188418781239,13.51198959350586,12027000,23.599453183994015,24.686800003051758,8403800,1.075034431384259,1.0827134847640991,988800,Miercoles
2000-03-23,12.99785900115967,12.997859001159668,3802100,17.52458353197557,17.867685317993164,4197800,13.40284222266068,13.228212356567383,8611200,24.968702829741815,24.908294677734375,6109800,1.0865523521627598,1.0635159015655518,812400,Jueves
2000-03-24,13.59001853636333,13.264331817626953,2602300,17.894081655906064,18.078828811645508,2815200,13.599297447082323,13.621126174926758,7187200,25.613059832895402,25.190202713012695,6014600,1.0635159015655518,1.0635159015655518,432000,Viernes
2000-03-27,13.264335992363062,13.175512313842773,2057300,17.775312939662893,17.854490280151367,3774200,13.271865694640113,13.315523147583008,6980600,24.888148782391752,25.653318405151367,7670200,1.0635165228843106,1.0366408824920654,2011200,Lunes
2000-03-28,12.731390351069981,13.649234771728516,4452600,17.64335425858645,17.920475006103516,3260800,13.119068934945126,13.162726402282715,10352000,25.21034442312349,24.767351150512695,6372400,1.0289618188241925,1.0251226425170898,1252800,Martes
2000-03-29,13.560414884927063,14.596691131591797,3305200,17.907280365626015,18.68585777282715,5306200,13.009927441614755,14.057706832885742,9889400,24.384761855855743,26.136598587036133,8049400,0.9982465512070383,1.075034260749817,5056800,Miercoles
2000-03-30,14.270995444693995,14.182171821594238,3018200,18.831014811628954,19.464433670043945,7823200,14.014043273102887,14.166844367980957,8744600,26.660123720813026,25.049240112304688,6718600,1.0827136238416035,1.1057500839233398,1410000,Jueves
2000-03-31,14.182177925898023,14.330217361450195,2019300,19.477628959361727,19.5172176361084,6282000,14.254161436144704,14.36330509185791,4997600,25.451976252537147,24.646533966064453,4591600,1.1057498059651847,1.1095889806747437,2131200,Viernes
2000-04-03,14.211783060213415,14.56707763671875,1484600,19.556816351599362,19.490835189819336,3577200,14.319653297873105,14.84354305267334,4905200,25.129797532431798,26.156736373901367,5759000,1.1134289503097534,1.1134289503097534,753600,Lunes
2000-04-04,14.65590411966497,14.330217361450195,3121700,19.543610390309418,18.962976455688477,7643400,14.843540728092194,13.970391273498535,8347600,26.096322268129995,25.51237678527832,10392000,1.1211067203170497,1.028960943222046,1224000,Martes
2000-04-05,13.797276834341195,13.471590042114258,2198800,18.923399587358748,18.474727630615234,2959200,14.035871279867072,13.271865844726562,5415000,25.45197440971762,23.76054573059082,8733600,1.0289611477115692,1.0596766471862793,1375200,Miercoles
2000-04-06,13.501197932316707,13.471590042114258,1968200,18.580283491358486,18.778226852416992,2299000,13.359184009606759,13.686614990234375,6482600,24.143119645118713,24.16325569152832,7037800,1.0673559116056002,1.075034260749817,817200,Jueves
2000-04-07,13.738053321838379,13.738053321838379,3611600,18.778230536096096,18.250381469726562,2876000,14.035873163385721,13.839414596557617,9264800,24.18339742586042,23.72026824951172,6043000,1.0750344773255416,1.0519980192184448,685200,Viernes
2000-04-10,13.145901010586666,12.316880226135254,4444100,18.039245137288766,18.171207427978516,2417600,13.839414322745741,13.381011009216309,6530400,23.236996700710723,22.653051376342773,6623200,1.0596773465474447,1.0366408824920654,492000,Lunes
2000-04-11,13.086684156500775,13.61962604522705,3600100,18.276765660722127,18.72543716430664,3443400,13.621127542403771,14.035873413085938,4892200,22.894690133612077,23.49877166748047,6611200,1.0443196685273526,1.0519980192184448,727200,Martes
2000-04-12,13.619623001973341,13.94530963897705,2947200,18.85740492049228,18.791423797607422,2795400,14.188668994407012,14.254155158996582,4344000,23.680006749800857,23.599462509155273,6125800,1.1057499130889066,1.0980708599090576,2733600,Miercoles
2000-04-13,14.004532065758339,13.471590042114258,1634900,18.77824031903879,18.355960845947266,5013200,14.166845944803356,13.730271339416504,4435600,23.51890521431634,23.11618423461914,4631400,1.090392678207839,1.1057500839233398,3048000,Jueves
2000-04-14,13.23472328017987,13.441978454589844,2280000,18.369148438034227,18.09202766418457,3769400,13.817588763221666,13.577472686767578,5206400,22.995364490621128,22.61277961730957,5751000,1.1057497663769895,1.075034260749817,1782000,Viernes
2000-04-17,13.471587002277374,13.264331817626953,2040800,17.946875887700465,17.51140022277832,3983000,13.42467212677002,13.42467212677002,5687600,22.61278866718149,22.00870704650879,5328400,1.0673563564788127,1.0788745880126953,1113600,Lunes
2000-04-18,13.38276637150691,13.471590042114258,2605700,17.471799801123733,17.854490280151367,3010400,13.62112577744331,14.559761047363281,7238800,22.43156572203144,23.800817489624023,6359200,1.0865526316477148,1.0980708599090576,805200,Martes
2000-04-19,13.471595505395134,13.530811309814453,1783600,17.80170754064149,17.894081115722656,3027000,14.47245121002197,14.472451210021973,5204000,23.740409674886926,23.76054573059082,4802800,1.0942315396438957,1.075034260749817,1411200,Miercoles
2000-04-20,13.619625059630582,14.152566909790039,1665200,17.550981909705627,18.223989486694336,2225200,14.516104798345172,14.756220817565918,5003000,23.841090485111778,23.700138092041016,5146600,1.0750340274836034,1.1019103527069092,1902000,Jueves
2000-04-24,14.30060291906883,13.738053321838379,1659600,18.012854815228593,17.999658584594727,2998400,14.974510871612274,14.537936210632324,4298200,24.0021748971899,23.9417667388916,5022400,1.1057500839233398,1.1057500839233398,1698000,Lunes
2000-04-25,13.738057541186368,13.886096954345703,1652500,18.02605177078866,17.907285690307617,3206000,15.018169581440597,14.472451210021973,5953400,24.143123626708984,24.143123626708984,5275800,1.1057497019178304,1.147983431816101,1540800,Martes
2000-04-26,13.88609828348235,15.04080581665039,4353900,18.19759703269478,18.223989486694336,2055600,14.581593002494222,15.236454963684082,8123800,24.10285265096851,24.908294677734375,6795800,1.1479832424348777,1.1287859678268433,1492800,Miercoles
2000-04-27,15.129627445123518,15.070411682128906,4046800,18.22398539566741,18.672657012939453,2895600,15.061817391888125,15.891308784484863,12422400,24.98885038736704,25.33116340637207,7609800,1.1249473675826411,1.155662178993225,2010000,Jueves
2000-04-28,15.011195919134293,15.070411682128906,1913400,18.461515393026076,17.973255157470703,2810200,15.738509225373221,15.432907104492188,5453600,25.00897701341279,24.666664123535156,3429000,1.163340899679396,1.140304446220398,1239600,Viernes
2000-05-01,14.922370293236881,15.366488456726074,1932700,18.052438535697213,18.223989486694336,2961200,15.38926003342968,15.45474624633789,5129200,24.586112666130067,24.16325569152832,9229000,1.1326255089338397,1.1786984205245972,1340400,Lunes
2000-05-02,15.188849953839378,16.225126266479492,3608400,18.408734940247907,18.857406616210938,3557800,15.629373877532878,16.546180725097656,8542000,24.28407458813319,24.98883628845215,7892200,1.1633408461854502,1.1595016717910767,1992000,Martes
2000-05-03,16.254722394441306,15.751388549804688,2888500,18.88380479232362,18.43513298034668,2793800,16.371550810271206,15.804003715515137,6454200,24.666665521624868,24.284080505371094,6925800,1.147984049147393,1.132625937461853,1158000,Miercoles
2000-05-04,15.687218039376395,16.637958526611328,3408400,18.48791483133146,18.659465789794922,1928200,15.738512541385408,16.415203094482422,4925800,24.163266232139183,24.485443115234375,5382200,1.124947178406003,1.1134289503097534,1267200,Jueves
2000-05-05,16.637955118453736,16.727087020874023,2886800,18.7122512533645,19.16092300415039,2409600,16.153266042073568,16.371553421020508,5838800,24.40488699208135,25.008968353271484,3227200,1.1134285699503825,1.1287859678268433,1816800,Viernes
2000-05-08,16.608247886385236,16.637958526611328,1953700,19.226910561911502,19.385265350341797,3292000,16.458851486521482,16.89542579650879,6446000,24.928432804029818,24.666664123535156,4600400,1.1364655976158524,1.155662178993225,2929200,Lunes
2000-05-09,16.63796862036781,16.786521911621094,1689800,19.358857186591248,19.02895164489746,1992000,16.808120683691968,17.091894149780273,5691800,24.686800870028407,25.02911376953125,4070200,1.1595018131617663,1.220932126045227,5824800,Martes
2000-05-10,16.637960181014083,16.57853889465332,1232900,18.88380738301651,19.187320709228516,2675600,16.85177409694337,17.1792049407959,6895000,25.008983844664037,24.767351150512695,4237400,1.213253060893441,1.2094138860702515,2602800,Miercoles
2000-05-11,16.57853925228119,17.113330841064453,4473000,19.187320645394895,19.71516990661621,3395000,17.179211995146115,17.593957901000977,6565400,24.646529443359377,25.170066833496094,3292800,1.2132533673369446,1.2900418043136597,3058800,Jueves
2000-05-12,17.053908416905355,17.291593551635742,2371000,19.635984851304844,19.90650749206543,3320400,17.41933457820176,17.49573516845703,7433600,25.43183448797423,25.955371856689453,5167200,1.3053987539667877,1.274683952331543,2563200,Viernes
2000-05-15,17.469852447509766,17.469852447509766,3584700,19.807535421341022,19.847124099731445,3337600,17.37567002729936,18.008703231811523,7906600,25.774144058743428,26.801082611083984,5640200,1.2593259386299682,1.3284353017807007,2604000,Lunes
2000-05-16,17.380727767944336,17.380727767944336,2031300,19.84712331088181,19.622787475585938,3079800,18.096019196278842,17.986875534057617,6955200,26.72053561516528,26.68026351928711,5723200,1.351472333089413,1.3322757482528687,4957200,Martes
2000-05-17,16.816222584286933,18.004648208618164,3225100,19.29587711592719,19.41547966003418,3003200,17.812252044677734,17.812252044677734,8103400,26.438630444457733,26.740671157836914,5177200,1.3078108214407769,1.353968858718872,2565600,Miercoles
2000-05-18,18.004655480281794,17.187612533569336,2765900,19.468639175698385,19.322458267211914,1768400,17.724931279718124,17.332014083862305,8104000,26.015779495239258,26.015779495239258,8317400,1.4155132760343572,1.3962805271148682,48648000,Jueves
2000-05-19,17.23217858950854,16.96478271484375,1651300,19.349038820975753,19.84073829650879,2767800,17.46298862616612,17.768590927124023,5797200,25.955369910200282,25.51237678527832,6987600,1.396280820233983,1.3655085563659668,1431600,Viernes
2000-05-22,16.964777794790876,16.25172233581543,1470600,19.947049299981504,20.000205993652344,3359600,17.375672634799123,16.546180725097656,5941800,25.1902062473605,23.700138092041016,6371800,1.36935534068874,1.353968858718872,2157600,Lunes
2000-05-23,16.37056304429185,17.14303970336914,2064700,19.920454863888327,19.827430725097656,2436200,16.63348642495962,17.026403427124023,4609800,23.820957415319935,24.223678588867188,6294200,1.3501222649435822,1.3578155040740967,2640000,Martes
2000-05-24,17.024198542359052,16.57853889465332,1876400,19.854024968033443,20.04007339477539,3430600,17.222873852425018,16.93910026550293,4903200,24.28407400304621,23.9216251373291,4444000,1.3616626727543224,1.3693559169769287,1592400,Miercoles
2000-05-25,16.578536131356714,16.816221237182617,2005900,19.96034415722853,19.814163208007812,2944800,16.93910531146406,16.873619079589844,4213400,23.92162755652319,23.86121940612793,11573000,1.3578164028010447,1.3693559169769287,1614000,Jueves
2000-05-26,16.994485349071272,16.014034271240234,1200400,19.947036039976023,19.42875862121582,2299800,17.070073033650715,16.371553421020508,2180400,24.002160346602384,22.894678115844727,3754200,1.369355243066379,1.415513277053833,19468800,Viernes
2000-05-30,16.222009658813477,16.222009658813477,1743400,19.442058003169063,19.41547966003418,2054400,16.590418470149135,17.159482955932617,5440600,23.055772370016072,22.874547958374023,6325600,1.4616714406303117,1.4770572185516357,2689200,Martes
2000-05-31,16.756801749920026,17.2321720123291,3009100,19.521790461253282,19.654682159423828,2577800,17.42211620120183,17.837970733642578,5252600,23.47864147435839,23.700138092041016,7982400,1.4924432156395029,1.534754991531372,3282000,Miercoles
2000-06-01,17.44014463997561,16.816221237182617,2770300,19.654682357232648,19.349031448364258,2455200,17.531561766939213,17.772319793701172,5235600,23.7001431734134,23.55919075012207,6380800,1.5309092466862169,1.5001369714736938,4222800,Jueves
2000-06-02,16.69737941154495,15.241558074951172,3036000,19.136398031104424,19.256000518798828,4548400,17.50967193761638,16.896833419799805,6312000,23.49877284162788,22.471834182739258,7873400,1.4155138528846494,1.3078112602233887,3816000,Viernes
2000-06-05,15.687215881347656,14.855318069458008,2418200,19.295877009815566,19.22943115234375,2703200,17.24703089919437,15.955692291259766,6402600,23.420952499182516,22.310476303100586,6763200,1.3078108691997379,1.3616621494293213,3981600,Lunes
2000-06-06,14.974167365154235,15.568380355834961,2293600,19.24271888784252,19.74770736694336,2582000,16.196449171636523,16.984384536743164,5618800,22.8152314364182,23.13827896118164,7713000,1.3616618658393538,1.3924341201782227,3295200,Martes
2000-06-07,15.77634971711173,15.92490291595459,2028300,19.96034731626188,19.641407012939453,3026200,17.05003848075867,16.634183883666992,4266800,23.279603676174,23.219032287597656,5683000,1.3962812152819748,1.3693559169769287,3499200,Miercoles
2000-06-08,15.865481720251196,16.162588119506836,1259100,19.654680817454025,19.681259155273438,2089800,16.546631483226296,16.327760696411133,6404200,23.198851909834087,23.501708984375,4516200,1.3539686261757282,1.3924341201782227,3373200,Jueves
2000-06-09,16.043745967320035,15.5980863571167,1201200,19.774291370225992,19.561664581298828,3247800,16.415323669704954,15.999468803405762,5134000,23.582467832765378,23.097896575927734,4499400,1.4001266555262148,1.3924341201782227,876000,Viernes
2000-06-12,15.806049520158457,16.028879165649414,1503900,19.734418196440707,19.74770736694336,4403400,16.327772508154865,16.918724060058594,4376200,23.420950318688657,23.59256935119629,3897400,1.38089525238888,1.4232063293457031,1148400,Lunes
2000-06-13,16.16259402252907,15.969474792480469,1711400,19.561659644020352,19.508502960205078,3726600,16.918719718686997,16.962493896484375,5964800,23.86514236142971,24.067047119140625,4607000,1.430898904800415,1.430898904800415,3121200,Martes
2000-06-14,16.073455548684542,16.014034271240234,2239500,19.5749366340944,19.827430725097656,4136000,16.962491294190894,16.699846267700195,3737600,24.0670499833746,23.98628807067871,5216000,1.430899192744912,1.4385924339294434,3360000,Miercoles
2000-06-15,16.1031733148109,16.11802864074707,2324900,19.787579814219633,19.80086898803711,2941800,16.699857201627506,16.28400230407715,4982400,23.98627555613615,23.743989944458008,7113400,1.4385928157990566,1.4232063293457031,2737200,Jueves
2000-06-16,16.251719047283302,16.370561599731445,1694500,19.69455774260981,19.72113609313965,4890200,16.80928862376356,17.14853858947754,4974000,24.087231765772227,24.49104118347168,5728800,1.434745077595936,1.4539778232574463,1993200,Viernes
2000-06-19,16.400275841187895,15.865484237670898,1105700,19.840722723307266,19.42875862121582,3055400,17.159489313761394,16.809295654296875,3835000,24.28913237743717,23.844942092895508,5023800,1.4539783349851283,1.419359803199768,764400,Lunes
2000-06-20,15.895196364579842,15.76149845123291,2071100,19.42876690840787,19.18956184387207,3538800,16.502862497832172,16.699846267700195,5039200,23.925703048706055,23.925703048706055,5971600,1.4155133063664722,1.3808947801589966,3324000,Martes
2000-06-21,16.281428502107364,16.741943359375,2669400,19.162986370048138,19.405513763427734,3511400,16.699856326807684,17.422130584716797,7361600,24.531423941902492,25.076566696166992,7738600,1.3655089427076001,1.3693559169769287,2536800,Miercoles
2000-06-22,16.756799997377,16.17744255065918,1553100,19.521794771033406,19.043384552001953,2522800,17.203267502252125,16.656089782714844,5734400,25.197716006614325,24.28914451599121,5384400,1.3770473209491392,1.3231967687606812,681600,Jueves
2000-06-23,16.192304673305777,15.969474792480469,1318300,19.043380628389233,19.083248138427734,2062600,16.809299544185283,16.656089782714844,3438000,24.268951876851535,24.067047119140625,4079600,1.292424958327721,1.338582992553711,1608000,Viernes
